Domain Code,Domain,Reporter Country Code (FAO),Reporter Countries,Partner Country Code (FAO),Partner Countries,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","290","Oil, sesame","2020","2020","tonnes","9147","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","290","Oil, sesame","2020","2020","tonnes","81","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","237","Oil, soybean","2020","2020","tonnes","2952","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","237","Oil, soybean","2020","2020","tonnes","110957","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","268","Oil, sunflower","2020","2020","tonnes","1685","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","268","Oil, sunflower","2020","2020","tonnes","8294","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","340","Oil, vegetable origin nes","2020","2020","tonnes","24557","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","340","Oil, vegetable origin nes","2020","2020","tonnes","1202","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","1168","Oils, fats of animal nes","2020","2020","tonnes","268","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","339","Oilseeds nes","2020","2020","tonnes","3006","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","339","Oilseeds nes","2020","2020","tonnes","105","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","260","Olives","2020","2020","tonnes","3873","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","262","Olives preserved","2020","2020","tonnes","439","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","403","Onions, dry","2020","2020","tonnes","338015","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","403","Onions, dry","2020","2020","tonnes","120764","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","490","Oranges","2020","2020","tonnes","59807","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","490","Oranges","2020","2020","tonnes","30136","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","600","Papayas","2020","2020","tonnes","149190","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","600","Papayas","2020","2020","tonnes","68","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","22","Pastry","2020","2020","tonnes","725076","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","22","Pastry","2020","2020","tonnes","63814","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","534","Peaches and nectarines","2020","2020","tonnes","640","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","534","Peaches and nectarines","2020","2020","tonnes","15493","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","247","Peanut butter","2020","2020","tonnes","1","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","247","Peanut butter","2020","2020","tonnes","4847","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","521","Pears","2020","2020","tonnes","64647","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","187","Peas, dry","2020","2020","tonnes","4","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","187","Peas, dry","2020","2020","tonnes","18359","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","417","Peas, green","2020","2020","tonnes","12679","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","417","Peas, green","2020","2020","tonnes","1232","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","687","Pepper (piper spp.)","2020","2020","tonnes","134","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","687","Pepper (piper spp.)","2020","2020","tonnes","451","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","587","Persimmons","2020","2020","tonnes","385","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","843","Pet food","2020","2020","tonnes","3040","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","843","Pet food","2020","2020","tonnes","58696","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5908","Export Quantity","1034","Pigs","2020","2020","Head","17705","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","1034","Pigs","2020","2020","tonnes","0","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","574","Pineapples","2020","2020","tonnes","54532","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","574","Pineapples","2020","2020","tonnes","100","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","575","Pineapples canned","2020","2020","tonnes","103","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","575","Pineapples canned","2020","2020","tonnes","1014","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","223","Pistachios","2020","2020","tonnes","1732","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","489","Plantains and others","2020","2020","tonnes","13071","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","489","Plantains and others","2020","2020","tonnes","26","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","536","Plums and sloes","2020","2020","tonnes","2639","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","537","Plums dried (prunes)","2020","2020","tonnes","5","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","537","Plums dried (prunes)","2020","2020","tonnes","2702","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","296","Poppy seed","2020","2020","tonnes","22","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","116","Potatoes","2020","2020","tonnes","109556","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","118","Potatoes, frozen","2020","2020","tonnes","2","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","118","Potatoes, frozen","2020","2020","tonnes","148630","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","394","Pumpkins, squash and gourds","2020","2020","tonnes","479945","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","394","Pumpkins, squash and gourds","2020","2020","tonnes","1873","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","523","Quinces","2020","2020","tonnes","26","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","92","Quinoa","2020","2020","tonnes","9","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5609","Import Quantity","1140","Rabbits and hares","2020","2020","1000 Head","13","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","1140","Rabbits and hares","2020","2020","tonnes","0","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","561","Raisins","2020","2020","tonnes","1165","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","561","Raisins","2020","2020","tonnes","3335","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","270","Rapeseed","2020","2020","tonnes","3209","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","32","Rice, broken","2020","2020","tonnes","3172","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","32","Rice, broken","2020","2020","tonnes","12234","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","28","Rice, husked","2020","2020","tonnes","7","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","28","Rice, husked","2020","2020","tonnes","9520","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","31","Rice, milled","2020","2020","tonnes","2471","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","31","Rice, milled","2020","2020","tonnes","70166","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","27","Rice, paddy","2020","2020","tonnes","522343","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2020","2020","tonnes","5649","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","30","Rice, paddy (rice milled equivalent)","2020","2020","tonnes","430491","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","149","Roots and tubers nes","2020","2020","tonnes","6014","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","837","Rubber natural dry","2020","2020","tonnes","41","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","837","Rubber natural dry","2020","2020","tonnes","7115","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","836","Rubber, natural","2020","2020","tonnes","0","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","836","Rubber, natural","2020","2020","tonnes","154","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","71","Rye","2020","2020","tonnes","20","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","289","Sesame seed","2020","2020","tonnes","2085","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","289","Sesame seed","2020","2020","tonnes","6416","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5908","Export Quantity","976","Sheep","2020","2020","Head","1193","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","976","Sheep","2020","2020","tonnes","0","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","1186","Silk, raw","2020","2020","tonnes","0","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","1185","Silk-worm cocoons, reelable","2020","2020","tonnes","2","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","997","Skins, sheep, dry salted","2020","2020","tonnes","6","Im","FAO data based on imputation methodology"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","999","Skins, sheep, with wool","2020","2020","tonnes","29","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","83","Sorghum","2020","2020","tonnes","170","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","83","Sorghum","2020","2020","tonnes","275176","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","239","Soya sauce","2020","2020","tonnes","7306","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","236","Soybeans","2020","2020","tonnes","7536","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","236","Soybeans","2020","2020","tonnes","4968772","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","723","Spices nes","2020","2020","tonnes","2153","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","723","Spices nes","2020","2020","tonnes","195","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","373","Spinach","2020","2020","tonnes","20767","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","373","Spinach","2020","2020","tonnes","11262","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","129","Starch, cassava","2020","2020","tonnes","86","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","635","Straw husks","2020","2020","tonnes","823","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","635","Straw husks","2020","2020","tonnes","435","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","544","Strawberries","2020","2020","tonnes","195263","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","544","Strawberries","2020","2020","tonnes","17499","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","168","Sugar confectionery","2020","2020","tonnes","292304","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","168","Sugar confectionery","2020","2020","tonnes","13368","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","167","Sugar nes","2020","2020","tonnes","20341","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","167","Sugar nes","2020","2020","tonnes","35971","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","162","Sugar Raw Centrifugal","2020","2020","tonnes","734830","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","162","Sugar Raw Centrifugal","2020","2020","tonnes","2511","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","164","Sugar refined","2020","2020","tonnes","419843","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","164","Sugar refined","2020","2020","tonnes","48309","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","267","Sunflower seed","2020","2020","tonnes","76","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","267","Sunflower seed","2020","2020","tonnes","5787","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","447","Sweet corn frozen","2020","2020","tonnes","1984","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","447","Sweet corn frozen","2020","2020","tonnes","5945","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","448","Sweet corn prep or preserved","2020","2020","tonnes","7","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","448","Sweet corn prep or preserved","2020","2020","tonnes","4608","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","122","Sweet potatoes","2020","2020","tonnes","62","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","122","Sweet potatoes","2020","2020","tonnes","4094","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","1225","Tallow","2020","2020","tonnes","223606","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","495","Tangerines, mandarins, clementines, satsumas","2020","2020","tonnes","4188","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","495","Tangerines, mandarins, clementines, satsumas","2020","2020","tonnes","3556","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","667","Tea","2020","2020","tonnes","196","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","667","Tea","2020","2020","tonnes","440","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","672","Tea, mate extracts","2020","2020","tonnes","1255","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","672","Tea, mate extracts","2020","2020","tonnes","1649","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","831","Tobacco products nes","2020","2020","tonnes","1143","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","831","Tobacco products nes","2020","2020","tonnes","192","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","826","Tobacco, unmanufactured","2020","2020","tonnes","295","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","826","Tobacco, unmanufactured","2020","2020","tonnes","14102","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","388","Tomatoes","2020","2020","tonnes","1668601","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","388","Tomatoes","2020","2020","tonnes","3273","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","391","Tomatoes, paste","2020","2020","tonnes","3772","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","391","Tomatoes, paste","2020","2020","tonnes","61104","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","392","Tomatoes, peeled","2020","2020","tonnes","1028","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","392","Tomatoes, peeled","2020","2020","tonnes","6441","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5909","Export Quantity","1079","Turkeys","2020","2020","1000 Head","318","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","1079","Turkeys","2020","2020","tonnes","0","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","692","Vanilla","2020","2020","tonnes","1","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","692","Vanilla","2020","2020","tonnes","1","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","471","Vegetables in vinegar","2020","2020","tonnes","151048","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","471","Vegetables in vinegar","2020","2020","tonnes","2274","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","469","Vegetables, dehydrated","2020","2020","tonnes","1728","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","469","Vegetables, dehydrated","2020","2020","tonnes","4862","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","463","Vegetables, fresh nes","2020","2020","tonnes","371634","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","463","Vegetables, fresh nes","2020","2020","tonnes","8498","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","460","Vegetables, fresh or dried products nes","2020","2020","tonnes","448","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","473","Vegetables, frozen","2020","2020","tonnes","384705","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","473","Vegetables, frozen","2020","2020","tonnes","16825","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","476","Vegetables, homogenized preparations","2020","2020","tonnes","0","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","476","Vegetables, homogenized preparations","2020","2020","tonnes","4","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","472","Vegetables, preserved nes","2020","2020","tonnes","62561","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","472","Vegetables, preserved nes","2020","2020","tonnes","21900","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","475","Vegetables, preserved, frozen","2020","2020","tonnes","28046","Im","FAO data based on imputation methodology"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","475","Vegetables, preserved, frozen","2020","2020","tonnes","3935","Im","FAO data based on imputation methodology"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","474","Vegetables, temporarily preserved","2020","2020","tonnes","12275","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","474","Vegetables, temporarily preserved","2020","2020","tonnes","6075","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","565","Vermouths & similar","2020","2020","tonnes","43","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","565","Vermouths & similar","2020","2020","tonnes","85","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","110","Wafers","2020","2020","tonnes","6907","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","110","Wafers","2020","2020","tonnes","5290","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","232","Walnuts, shelled","2020","2020","tonnes","233","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","232","Walnuts, shelled","2020","2020","tonnes","1271","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","222","Walnuts, with shell","2020","2020","tonnes","8691","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","567","Watermelons","2020","2020","tonnes","642440","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","567","Watermelons","2020","2020","tonnes","360","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","631","Waters,ice etc","2020","2020","tonnes","146730","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","631","Waters,ice etc","2020","2020","tonnes","57499","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","1296","Waxes vegetable","2020","2020","tonnes","380","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","1296","Waxes vegetable","2020","2020","tonnes","175","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","15","Wheat","2020","2020","tonnes","3148010","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","890","Whey, condensed","2020","2020","tonnes","4","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","900","Whey, dry","2020","2020","tonnes","0","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","900","Whey, dry","2020","2020","tonnes","38579","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","564","Wine","2020","2020","tonnes","363","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","564","Wine","2020","2020","tonnes","3884","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","988","Wool, degreased","2020","2020","tonnes","0","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","988","Wool, degreased","2020","2020","tonnes","302","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","987","Wool, greasy","2020","2020","tonnes","6","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","892","Yoghurt, concentrated or not","2020","2020","tonnes","11","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","892","Yoghurt, concentrated or not","2020","2020","tonnes","3484","","Official data"
